Company Name,Company Name for Emails,# Employees,Website,Company City,Company State,Company Postal Code,Company Address,Company Phone,Apollo Record Id,NAICS Codes,Subsidiary of,Subsidiary of (Organization ID),Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score,Prerequisite: Determine Research Guidelines,Qualify Account,Prerequisite: Research Target Company
Seladore Legal,Seladore Legal,38,http://www.seladorelegal.com,London,England,WC1R 4EB,"20 Bedford Row, London, England, United Kingdom, WC1R 4EB",'+44 20 3882 2201,687fa8f5d7236b00018ff5bb,541110,,,,,,,,,
Holborn Adams Solicitors,Holborn Adams Solicitors,30,http://www.holbornadams.com,London,,,"London, United Kingdom",'+44 20 7205 2303,687fa8f5d7236b00018ff5c7,541110,,,,,,,,,
CDS Mayfair,CDS Mayfair,33,http://www.cdsmayfair.com,London,England,W1S 2,"32 Old Burlington Street, London, England, United Kingdom, W1S 2",'+44 20 7758 8170,687fa9071e8abc00010d50af,541110,,,,,,,,,
Expatriate Law Ltd,Expatriate Law,24,http://www.expatriatelaw.com,London,England,SW1W 9BJ,"2 Eaton Gate, London, England, United Kingdom, SW1W 9BJ",'+44 20 3096 7169,687fa9071e8abc00010d5099,54111,,,,,,,,,
Trans Legal Clinic,Trans Legal Clinic,19,http://www.translegalclinic.com,London,England,EC4Y 1DH,"88 Fleet Street, London, England, United Kingdom, EC4Y 1DH",'+44 20 7848 1588,687fa9071e8abc00010d5120,54119,,,,,,,,,
Sriharans Solicitors,Sriharans Solicitors,20,http://www.sriharanssolicitors.co.uk,London,England,EC2N 1AR,"125 Old Broad Street, London, England, United Kingdom, EC2N 1AR",'+44 20 3968 5570,687fa9071e8abc00010d5144,541110,,,,,,,,,
Rose Court Chambers,Rose Court Chambers,22,http://www.rosecourtchambers.com,London,,,"London, United Kingdom",'+44 20 3988 7450,687fa91db252230011348f1a,,,,,,,,,,
LegaMart,LegaMart,29,http://www.legamart.com,London,England,W1J 5RL,"29 Farm Street, London, England, United Kingdom, W1J 5RL",'+44 20 8144 4882,687fa91db252230011348f12,"54111, 519290",,,,,,,,,
Oikonomakis Law,Oikonomakis Law,52,http://www.oikonomakislaw.com,London,England,EC2M 3,"100 Bishopsgate, London, England, United Kingdom, EC2M 3",'+357 22 008290,695be0f52871e400016c27a5,541110,,,,,,,,,
Marriott Harrison,Marriott Harrison,100,http://www.marriottharrison.com,London,England,EC2R 8,"80 Cheapside, London, England, United Kingdom, EC2R 8",'+44 20 7209 2000,697353c6f91d0e0001f195c8,54111,,,,,,,,,
Matrix Chambers,Matrix Chambers,130,http://www.matrixlaw.co.uk,London,England,WC1X 8PN,"2 Theobalds Road, London, England, United Kingdom, WC1X 8PN",'+44 20 7404 3447,697353c6f91d0e0001f195ca,541110,,,,,,,,,
Maucher Jenkins,Maucher Jenkins,130,http://www.maucherjenkins.com,London,England,SW1P 1RT,"11 Artillery Row, London, England, United Kingdom, SW1P 1RT",'+44 20 7931 7141,697353e8f91d0e0001f19be5,54111,,,,,,,,,
Brecher LLP,Brecher,110,http://www.brecher.co.uk,London,England,W1K 7DA,"64 North Row, London, England, United Kingdom, W1K 7DA",'+44 20 7563 1000,6977723118f44f0001df57be,541110,,,,,,,,,
Streathers Solicitors,Streathers Solicitors,140,http://www.streathers.co.uk,London,England,W1U 7AL,"44 Baker Street, London, England, United Kingdom, W1U 7AL",'+44 20 7034 4200,6977723118f44f0001df57c0,54111,,,,,,,,,
Hedley May,Hedley May,33,http://www.hedleymay.com,London,,E14 9JY,"8-9 Harbour Exchange Square, London, United Kingdom, E14 9JY",'+44 20 7858 9444,6977723118f44f0001df57c5,54161,,,,,,,,,
Wilberforce Chambers,Wilberforce Chambers,90,http://www.wilberforce.co.uk,London,England,WC2A 3QP,"8 New Square, London, England, United Kingdom, WC2A 3QP",'+44 20 7306 0102,6977723118f44f0001df57c7,541110,,,,,,,,,
Rimkus APAC and EMEA,Rimkus APAC and EMEA,77,,London,England,EC3M 7AW,"40 Lime Street, London, England, United Kingdom, EC3M 7AW",'+1 713-621-3550,6a425637b2a46200017662b2,"541330, 541611",,,,,,,,,
Ignata,Ignata,57,http://www.ignata.com,London,England,W1K 3JE,"60 Grosvenor Street, London, England, United Kingdom, W1K 3JE",'+44 20 3435 7221,6a425637b2a46200017662b9,"561311, 541611",,,,,,,,,
ECB STAR Group,ECB STAR Group,56,http://www.ecbstar.com,London,England,E14 5EY,"25 Churchill Place, London, England, United Kingdom, E14 5EY",'+44 20 3369 1000,6a425637b2a46200017662c2,54161,,,,,,,,,
GCE Global,GCE Global,150,http://www.gce.global,London,England,WC2A 2JR,"7 Bell Yard, London, England, United Kingdom, WC2A 2JR",'+44 754 354 3222,6a425637b2a46200017662cd,"541211, 541110, 541611",,,,,,,,,
Ctori Construction Consultants,Ctori Construction Consultants,23,http://www.ctori.com,London,England,NW1 0AG,"85 Bayham Street, London, England, United Kingdom, NW1 0AG",'+44 20 3874 3390,6a425637b2a46200017662cf,"54133, 541611",,,,,,,,,
Naomi Korn Associates,Naomi Korn Associates,21,http://www.naomikorn.com,London,England,N14 7EL,"28 Minchenden Crescent, London, England, United Kingdom, N14 7EL",'+44 20 3475 5122,6a425637b2a46200017662d4,"54169, 541199, 611430",,,,,,,,,
Vocalegal,Vocalegal,25,http://www.vocalegalglobal.com,London,England,N4 3JH,"93 Fonthill Road, London, England, United Kingdom, N4 3JH",'+44 20 3875 6915,6a425637b2a46200017662d5,541930,,,,,,,,,
Corporate Law Solicitors,Corporate Law Solicitors,31,,London,,,"London, United Kingdom",,6a425637b2a46200017662d7,541110,,,,,,,,,
Apostille Service,Apostille Service,56,,London,,,"London, United Kingdom",,6a425637b2a46200017662d8,541199,,,,,,,,,
PromoVeritas,PromoVeritas,63,http://www.promoveritas.com,London,England,,"London, England, United Kingdom",'+44 20 3325 6000,6a425637b2a46200017662d9,"54181, 541613, 541110",,,,,,,,,
Sharper Labs HR and Legal Consultancy,Sharper Labs HR and Legal Consultancy,24,http://www.sharper-labs.com,London,England,NW9 6TD,"333 Edgware Road, London, England, United Kingdom, NW9 6TD",'+44 20 3819 3999,6a425637b2a46200017662db,"541612, 541110, 513210",,,,,,,,,
Sherrards,Sherrards,90,http://www.sherrards.com,London,England,EC4A 3BG,"1 Pemberton Row, London, England, United Kingdom, EC4A 3BG",'+44 20 7478 9010,63be9fa78652f700e331c62e,541110,,,,,,,,,
7BR,7BR,93,http://www.7br.co.uk,London,,,"London, United Kingdom",'+44 20 7242 3555,63bea7b4cf3f3c00a30e3e6f,541110,,,,,,,,,
1GC Family Law,1GC Family Law,91,http://www.1gc.com,London,England,WC2A 3BP,"10 Lincoln's Inn Fields, London, England, United Kingdom, WC2A 3BP",'+44 20 7797 7900,63be9e2c259fb300a3543a6b,54111,,,,,,,,,
Oracle Solicitors,Oracle Solicitors,160,http://www.oraclelawglobal.com,London,England,W2 2DS,"182 Edgware Road, London, England, United Kingdom, W2 2DS",'+44 20 3051 5060,63bea89be057db00cb798d0f,54111,,,,,,,,,
Thomas Cooper LLP,Thomas Cooper,40,http://www.thomascooperlaw.com,London,England,EC2V 8AS,"33 Gutter Lane, London, England, United Kingdom, EC2V 8AS",'+44 20 7457 3000,63be9fa8162b8200e30924ef,54111,,,,,,,,,
UCL Law Society,UCL Law Society,86,http://www.ucllawsoc.com,London,,,"London, United Kingdom",'+44 20 3885 4849,63d11568b91cd900f8eebad9,61131,,,,,,,,,
4 Stone Buildings,4 Stone Buildings,45,http://www.4stonebuildings.com,London,England,WC2A 3XT,"4 Stone Buildings, London, England, United Kingdom, WC2A 3XT",'+44 20 7242 5524,63e22f4907970600a34eb445,541110,,,,,,,,,
33 Bedford Row,33 Bedford Row,140,http://www.33bedfordrow.co.uk,London,England,WC1R 4JH,"33 Bedford Row, London, England, United Kingdom, WC1R 4JH",'+44 20 7242 6476,63f49bc9a2782500a3bbc438,54111,,,,,,,,,
GN Law,GN Law,59,http://www.gnlaw.co.uk,London,England,N12 8,"2A Lodge Lane, London, England, United Kingdom, N12 8",'+44 20 8492 2290,645e08709b22bb0001c113b7,541110,,,,,,,,,
Five Paper,Five Paper,56,http://www.fivepaper.com,London,England,EC4Y 7HB,"Temple, London, England, United Kingdom, EC4Y 7HB",'+44 20 7815 3200,645e0a0dfac35600014d6789,541110,,,,,,,,,
1MCB Chambers,1MCB Chambers,19,http://www.1mcb.com,London,England,WC2A 1LG,"5 Chancery Lane, London, England, United Kingdom, WC2A 1LG",'+44 20 7452 8900,645e0a33b2e6890001eed8d6,541110,,,,,,,,,
PARALAW | A Consilio company,PARALAW,30,http://www.paralaw.co.uk,London,,,"London, United Kingdom",'+44 20 7356 7247,645e0a3f07871d0001d68fd6,"541199, 561312",Consilio LLC (consilio.com),5d34104ca3ae6139cfb7412d,,,,,,,
11 Stone Buildings,11 Stone Buildings,,http://www.11sb.com,London,England,WC2A 3,"New Square, London, England, United Kingdom, WC2A 3",,645e0a497dcbd6000128d4b0,,,,,,,,,,
Refugee and Migrant Forum of Essex & London (RAMFEL),Refugee and Migrant Forum of Essex & London,34,http://www.ramfel.org.uk,London,England,SE20 7,"80 High Street, London, England, United Kingdom, SE20 7",,645e0a9759c02c0001951cf1,62419,,,,,,,,,
Marten Walsh Cherer,Marten Walsh Cherer,34,http://www.martenwalshcherer.com,London,England,WC2A 1,"7 Chancery Lane, London, England, United Kingdom, WC2A 1",'+44 20 7067 2900,65266d250173e10001586fdf,56111,,,,,,,,,
Statura Group,Statura Group,37,http://www.staturagroup.com,London,England,W1K 4QG,"17 Grosvenor Street, London, England, United Kingdom, W1K 4QG",'+44 20 3909 3610,653f9a54f28f4e00013134aa,"541211, 523991",,,,,,,,,
Complete Projects,Complete Projects,29,http://www.completeprojects.co.uk,London,England,,"London, England, United Kingdom",,653f9a54f28f4e00013134ac,541611,,,,,,,,,
QCL Solicitors,QCL Solicitors,49,http://www.qcl.co.uk,London,England,EC2R 5BJ,"80 Coleman Street, London, England, United Kingdom, EC2R 5BJ",'+44 20 3997 9220,65eee323154acd0007b856a1,,,,,,,,,,
The Death Penalty Project,The Death Penalty Project,27,http://www.deathpenaltyproject.org,London,,,"London, United Kingdom",'+44 20 3206 2748,668e80d843a41b0001089d19,"54119, 541110",,,,,,,,,
JP Legal,JP Legal,110,http://www.j-plegal.com,London,,,"London, United Kingdom",,668e80f8843c5e000196ab3a,54111,,,,,,,,,
The AIRE Centre,The AIRE Centre,27,http://www.airecentre.org,London,England,WC1E 7WX,"London, England, United Kingdom, WC1E 7WX",'+44 20 7831 4276,668e81109715f80001d94502,54119,,,,,,,,,
NatWest Mentor,NatWest Mentor,99,http://www.natwestmentor.co.uk,London,England,EC2M 4,"250 Bishopsgate, London, England, United Kingdom, EC2M 4",'+44 80 0970 9814,668e81109715f80001d94503,"54169, 541612, 541611, 611430",,,,,,,,,
Privada Ltd,Privada,51,http://www.privada.co.uk,London,England,,"London, England, United Kingdom",'+44 20 3778 0455,668e81109715f80001d9451e,,,,,,,,,,
Chan Neill Solicitors,Chan Neill Solicitors,31,http://www.cnsolicitors.com,London,England,EC1M 6HW,"107 Charterhouse Street, London, England, United Kingdom, EC1M 6HW",'+44 20 7253 7781,668e81109715f80001d94523,541110,,,,,,,,,
MALIK LAW ASSOCIATES LTD,MALIK LAW ASSOCIATES,38,,London,England,,"London, England, United Kingdom",,668e81109715f80001d94525,,,,,,,,,,
Hawkish Consulting,Hawkish Consulting,50,http://www.hawkishconsulting.com,London,England,E14 5,"1 Canada Square, London, England, United Kingdom, E14 5",,668e81119715f80001d9455f,541611,,,,,,,,,
Libertas Chambers,Libertas Chambers,33,http://www.libertaschambers.com,London,England,EC4M 7AN,"20 Old Bailey, London, England, United Kingdom, EC4M 7AN",'+44 20 7036 0200,668e81119715f80001d9456b,541110,,,,,,,,,
Across The Board AI,Across The Board AI,2,http://www.acrosstheboard.ai,London,England,SW1W 9SL,"123 Buckingham Palace Road, London, England, United Kingdom, SW1W 9SL",,668e81119715f80001d94578,54169,,,,,,,,,
Themisa,Themisa,1,http://www.themisa.com,London,England,W2 2,"127 Edgware Road, London, England, United Kingdom, W2 2",,668e811a16a99300018961e2,,,,,,,,,,
"GPW, a part of J.S. Held",GPW a part of J.S. Held,47,http://www.gpwltd.com,London,,,"London, United Kingdom",'+44 20 7629 9299,668e811a16a99300018961e5,,J.S. Held LLC (jsheld.com),54a1c1d27468695c821d1a0e,,,,,,,
Wainwright & Cummins Solicitors LLP,Wainwright & Cummins Solicitors,28,http://www.wainwrightcummins.co.uk,London,England,SW2 5SG,"6A Acre Lane, London, England, United Kingdom, SW2 5SG",'+44 20 7095 5700,668e811a16a99300018961e6,541110,,,,,,,,,
"Four Brick Court, Chambers",Four Brick Court Chambers,35,,London,England,EC4Y 9BY,"1 Brick Court, London, England, United Kingdom, EC4Y 9BY",'+44442078323200,668e81584447c70001bd2cb4,541110,,,,,,,,,
University of Westminster Legal Advice Clinic,University of Westminster Legal Advice Clinic,55,http://www.uowlegaladviceclinic.org.uk,London,England,W1W 7BY,"4-12 Little Titchfield Street, London, England, United Kingdom, W1W 7BY",,668e81584447c70001bd2ccd,541110,,,,,,,,,
BVL,BVL,35,http://www.bvl.org.uk,London,,,"London, United Kingdom",,6791fe443a6bfd0001a50f0a,"81321, 813410, 611710",,,,,,,,,
Rosenblatt,Rosenblatt,31,http://www.rosenblatt-law.co.uk,London,,,"London, United Kingdom",'+44 20 7955 0880,6791fe443a6bfd0001a50f19,54111,RBG Holdings plc (rbgholdings.co.uk),61ec7eaedb84560001a5a891,,,,,,,
Caytons - A Gallagher Bassett Company,Caytons,46,http://www.caytonslaw.com,London,,,"London, United Kingdom",'+44 20 7398 7600,6791fe443a6bfd0001a50f1f,54111,,,,,,,,,
Obelisk Support | B Corp Certified,Obelisk Support,41,http://www.obelisksupport.com,London,,,"London, United Kingdom",'+44 20 3417 6590,6791fe443a6bfd0001a50f2a,"541110, 561311",,,,,,,,,
Meaby & Co,Meaby,48,http://www.meaby.co.uk,London,,,"London, United Kingdom",'+44 20 7703 5034,6791fe453a6bfd0001a50fa1,541110,,,,,,,,,
Nicholas & Co Solicitors Ltd,Nicholas & Co Solicitors,29,http://www.nicholassolicitors.com,London,,,"London, United Kingdom",'+44 20 7323 4450,6791fe453a6bfd0001a50fb0,54111,,,,,,,,,
My Inhouse Lawyer,My Inhouse Lawyer,35,http://www.myinhouselawyer.uk,London,,,"London, United Kingdom",'+44 20 7939 3959,6791fe453a6bfd0001a50fb5,541110,,,,,,,,,
Miles & Partners,Miles,65,http://www.milesandpartners.com,London,,,"London, United Kingdom",'+44 20 7426 0400,6791fe453a6bfd0001a50fc0,54111,,,,,,,,,
DJF Solicitors,DJF Solicitors,46,http://www.djfsolicitors.co.uk,London,,,"London, United Kingdom",'+44 20 3504 9138,6791fe453a6bfd0001a50fd2,54111,,,,,,,,,
GDPR,GDPR,23,http://www.gdpr.eu,London,,,"London, United Kingdom",,6791fe6ead37a30001523073,51929,,,,,,,,,
PCB Byrne LLP,PCB Byrne,55,http://www.pcb-byrne.com,London,England,EC2V 8AS,"33 Gutter Lane, London, England, United Kingdom, EC2V 8AS",'+44 20 7831 2691,687fa8136ef4650001c3681b,541110,,,,,,,,,
Stokoe Partnership - leading criminal defence solicitors,Stokoe Partnership,26,http://www.stokoepartnership.com,London,England,WC1V 7QH,"1 Staple Inn, London, England, United Kingdom, WC1V 7QH",'+44 20 3427 5710,687fa8136ef4650001c3683e,54111,,,,,,,,,
Devereux Chambers,Devereux Chambers,78,http://www.devereuxchambers.co.uk,London,England,W1G 6,"1 Devonshire Street, London, England, United Kingdom, W1G 6",'+44 20 7353 7534,687fa8146ef4650001c368d3,541110,,,,,,,,,
12 King's Bench Walk,12 King's Bench Walk,110,http://www.12kbw.co.uk,London,England,EC4Y 7EL,"12 Kings Bench Walk, London, England, United Kingdom, EC4Y 7EL",'+44 20 7583 0811,687fa839cf702a0001dc227f,541110,,,,,,,,,
Jurit LLP - Solicitors,Jurit,20,http://www.jurit.com,London,England,EC3V 9AA,"4 Lombard Street, London, England, United Kingdom, EC3V 9AA",'+44 345 833 9025,687fa83acf702a0001dc2330,541110,,,,,,,,,
Solomon Taylor & Shaw LLP,Solomon Taylor & Shaw,42,http://www.solts.co.uk,London,England,NW3 1,"3 Coach House Yard, London, England, United Kingdom, NW3 1",'+44 20 7431 1912,687fa8577a1d900001dcc461,541110,,,,,,,,,
The International Family Law Group LLP,The International Family Law Group,23,http://www.iflg.uk.com,London,England,EC2V 6ET,"5 Cheapside, London, England, United Kingdom, EC2V 6ET",'+44 20 3178 5668,687fa8577a1d900001dcc46d,54111,,,,,,,,,
Prince Evans Solicitors LLP,Prince Evans Solicitors,44,http://www.prince-evans.co.uk,London,England,W5 2BS,"40 Uxbridge Road, London, England, United Kingdom, W5 2BS",'+44 20 8567 3477,687fa8577a1d900001dcc45d,54111,,,,,,,,,
Russells Solicitors,Russells Solicitors,74,http://www.russells.co.uk,London,England,W1W 6QD,"150 Great Portland Street, London, England, United Kingdom, W1W 6QD",'+44 20 7439 8692,687fa8577a1d900001dcc518,541110,,,,,,,,,
3CS Corporate Solicitors,3CS Corporate Solicitors,43,http://www.3cslondon.com,London,England,EC2R 6EL,"60 Moorgate, London, England, United Kingdom, EC2R 6EL",'+44 20 4516 1260,687fa88164e3b00001964d1b,54111,,,,,,,,,
Rosenblatt Law,Rosenblatt Law,38,http://www.rosenblatt.law,London,England,EC4A 3BT,"3 New Street Square, London, England, United Kingdom, EC4A 3BT",,687fa88164e3b00001964dc6,54111,,,,,,,,,
Whitestone Chambers,Whitestone Chambers,22,http://www.whitestonechambers.com,London,England,EC4Y 9BB,"1 Middle Temple Lane, London, England, United Kingdom, EC4Y 9BB",'+44 20 7760 7611,687fa88164e3b00001964dd4,541110,,,,,,,,,
King's College London Bar and Mooting Society,King's College London Bar and Mooting Society,26,http://www.kclbms.org,London,England,WC2R 2LS,"Strand, London, England, United Kingdom, WC2R 2LS",,687fa8946066d10001f0f656,"81394, 813410, 611430",,,,,,,,,
southgate solicitors,southgate solicitors,23,http://www.southgate.co.uk,London,England,N14 5BP,"47 Chase Side, London, England, United Kingdom, N14 5BP",'+44 20 8004 0065,687fa8946066d10001f0f6f2,541110,,,,,,,,,
Jury O'Shea LLP,Jury O'Shea,130,http://www.juryoshea.com,London,England,EC4Y 8JJ,"21 Whitefriars Street, London, England, United Kingdom, EC4Y 8JJ",'+44 20 3176 4255,687fa8f4d7236b00018ff50d,54111,,,,,,,,,
Cognia Law,Cognia Law,90,http://www.cognialaw.com,London,England,EC3R 8HL,"20 St Dunstans Hill, London, England, United Kingdom, EC3R 8HL",'+44 20 3375 8624,687fa8f4d7236b00018ff507,54111,,,,,,,,,
Harbour,Harbour,25,http://www.harbourlitigationfunding.com,London,England,SW1Y 4BE,"8 Waterloo Place, London, England, United Kingdom, SW1Y 4BE",'+44 20 3829 9320,687fa8f4d7236b00018ff50f,"5231, 523940",,,,,,,,,
W Legal,W Legal,43,http://www.wlegal.co.uk,London,England,WC1R 4PF,"47 Red Lion Street, London, England, United Kingdom, WC1R 4PF",'+44 20 7220 9130,687fa8f4d7236b00018ff529,54111,,,,,,,,,
Trinity International,Trinity International,92,http://www.trinityllp.com,London,England,EC2A 4BT,"30 Crown Place, London, England, United Kingdom, EC2A 4BT",'+44 20 7997 7040,687fa8f4d7236b00018ff52c,54111,,,,,,,,,
Pothecary Witham Weld inc. Haslam & Payne Solicitors,Pothecary Witham Weld inc. Haslam & Payne Solicitors,21,http://www.pwwsolicitors.co.uk,London,England,SW1V 1LP,"84 Eccleston Square, London, England, United Kingdom, SW1V 1LP",'+44 20 7821 8211,687fa8f4d7236b00018ff509,541110,,,,,,,,,
Six Pump Court Chambers,Six Pump Court Chambers,54,http://www.6pumpcourt.co.uk,London,England,EC4Y 7AR,"6 Pump Court, London, England, United Kingdom, EC4Y 7AR",'+44 20 7797 8400,687fa8f4d7236b00018ff50a,,,,,,,,,,
Hanne & Co. Solicitors LLP,Hanne & Co. Solicitors,77,http://www.hanne.co.uk,London,England,SW11 3RS,"112 York Road, London, England, United Kingdom, SW11 3RS",'+44 20 7228 0017,687fa8f5d7236b00018ff5ad,,,,,,,,,,
Mezzle.,Mezzle,81,http://www.mezzlelaw.com,London,England,EC2Y 9DT,"1 Fore Street Avenue, London, England, United Kingdom, EC2Y 9DT",'+44 147 321 1121,687fa8f5d7236b00018ff5b2,541110,,,,,,,,,
Law Lane Solicitors,Law Lane Solicitors,76,http://www.lawlanesolicitors.co.uk,London,England,E15 4,"43 Broadway, London, England, United Kingdom, E15 4",'+44 78 6464 6197,687fa8f5d7236b00018ff59a,541110,,,,,,,,,
Woodcock Law & Notary Public,Woodcock Law & Notary Public,24,http://www.woodcocklaw.co.uk,London,England,E14 5LB,"33 Canada Square, London, England, United Kingdom, E14 5LB",'+44 20 7712 1705,687fa8f5d7236b00018ff5c3,54111,,,,,,,,,
Career Craft Consultants,Career Craft Consultants,22,http://www.careercraftconsultants.co.uk,London,England,EC2M 1,"35 New Broad Street, London, England, United Kingdom, EC2M 1",'+44 84 4589 5956,687fa9071e8abc00010d5093,,,,,,,,,,
Cruickshanks,Cruickshanks,21,http://www.lawco.co.uk,London,England,W1U 2EN,"10 Bentinck Street, London, England, United Kingdom, W1U 2EN",,687fa9071e8abc00010d50a1,,,,,,,,,,
New Media Law LLP,New Media Law,25,http://www.newmedialaw.biz,London,England,W1D 4SH,"51 Frith Street, London, England, United Kingdom, W1D 4SH",'+44 20 7734 9777,687fa9071e8abc00010d5087,541110,,,,,,,,,
The Chartered Institute of Trade Mark Attorneys,The Chartered Institute of Trade Mark Attorneys,40,http://www.citma.org.uk,London,England,WC2R 1BA,"222 Strand, London, England, United Kingdom, WC2R 1BA",'+44 20 7101 6090,687fa9071e8abc00010d5094,"54111, 813920, 611430",,,,,,,,,
Alexander JLO Solicitors,Alexander JLO Solicitors,45,http://www.london-law.co.uk,London,England,E14 9,"Lawn House Close, London, England, United Kingdom, E14 9",'+44 20 7537 7000,687fa9071e8abc00010d50a0,54111,,,,,,,,,
2DRJ Barristers,2DRJ Barristers,39,http://www.2drj.com,London,England,EC4Y 7AX,"1 Doctor Johnsons Buildings, London, England, United Kingdom, EC4Y 7AX",'+44 20 7936 2613,687fa9071e8abc00010d514b,54111,,,,,,,,,
ITN Solicitors,ITN Solicitors,40,http://www.itnsolicitors.com,London,England,EC3R 5AQ,"19 Great Tower Street, London, England, United Kingdom, EC3R 5AQ",'+44 20 3909 8100,687fa9071e8abc00010d512b,541110,,,,,,,,,
Greenberg Traurig London,Greenberg Traurig London,70,,London,England,SE1 9,"32 London Bridge Street, London, England, United Kingdom, SE1 9",'+49 30 700171500,687fa9071e8abc00010d5121,541110,,,,,,,,,
Gough Square Chambers,Gough Square Chambers,33,http://www.goughsq.co.uk,London,England,EC4A 3DE,"6 Gough Square, London, England, United Kingdom, EC4A 3DE",'+44 20 7353 0924,687fa9071e8abc00010d5126,541110,,,,,,,,,
Richmond Chambers Immigration Barristers,Richmond Chambers Immigration Barristers,33,http://www.immigrationbarrister.co.uk,London,England,WC2E 8PS,"London, England, United Kingdom, WC2E 8PS",'+44 20 3617 9173,687fa9071e8abc00010d5125,541110,,,,,,,,,
Burke Niazi Ltd,Burke Niazi,42,http://www.burkeniazi.com,London,England,N7 6NN,"470 Holloway Road, London, England, United Kingdom, N7 6NN",'+44 20 7263 7887,687fa9071e8abc00010d5140,54111,,,,,,,,,
Tessa Gough Associates,Tessa Gough Associates,34,http://www.tessagough.co.uk,London,England,NW3 5BB,"98 Belsize Lane, London, England, United Kingdom, NW3 5BB",'+44 20 7435 9247,687fa91db252230011348f0d,"54169, 541199",handl Group (handlgroup.co.uk),5e55913843ed5d000174b73d,,,,,,,
Twenty Essex,Twenty Essex,97,http://www.twentyessex.com,London,England,WC2R 3AL,"20 Essex Street, London, England, United Kingdom, WC2R 3AL",'+44 20 7842 1200,695be0f42871e400016c2776,541110,,,,,,,,,
Giambrone & Partners International Law Firm,Giambrone International Law Firm,180,http://www.giambronelaw.com,London,England,EC4V 6AP,"12 Bridewell Place, London, England, United Kingdom, EC4V 6AP",'+44 20 7183 9482,697353c6f91d0e0001f195bf,541110,,,,,,,,,
Withers & Rogers,Withers & Rogers,190,http://www.withersrogers.com,London,England,SE1 2,"4 Hays Lane, London, England, United Kingdom, SE1 2",'+44 20 7940 3600,697353c6f91d0e0001f195c1,541110,,,,,,,,,
LPC Advocates,LPC Advocates,22,,London,,,"London, United Kingdom",'+44 20 7090 1500,697353c6f91d0e0001f195c2,54111,,,,,,,,,
Crown Office Chambers,Crown Office Chambers,120,http://www.crownofficechambers.com,London,England,EC4Y 7HJ,"2 Crown Office Row, London, England, United Kingdom, EC4Y 7HJ",'+44 20 7797 8100,697353e8f91d0e0001f19bcc,541110,,,,,,,,,
Morrison De Whyte Law FIrm,Morrison De Whyte Law FIrm,200,http://www.morrisondewhyte.com,London,England,NW8 7PT,"Prince Albert Road, London, England, United Kingdom, NW8 7PT",,697353e8f91d0e0001f19bce,,,,,,,,,,
Pump Court Chambers,Pump Court Chambers,150,http://www.pumpcourtchambers.com,London,England,EC4Y 7AJ,"3 Pump Court, London, England, United Kingdom, EC4Y 7AJ",'+44 20 7353 0711,697353e8f91d0e0001f19bd4,"541110, 541199",,,,,,,,,
Ronald Fletcher Baker LLP,Ronald Fletcher Baker,150,http://www.rfblegal.co.uk,London,England,EC1V 9DR,"326 Old Street, London, England, United Kingdom, EC1V 9DR",'+44 20 7613 1402,697353e8f91d0e0001f19bd6,541110,,,,,,,,,
Support Through Court,Support Through Court,31,http://www.supportthroughcourt.org,London,England,WC2A 2LL,"Strand, London, England, United Kingdom, WC2A 2LL",,697353e8f91d0e0001f19bd9,81331,,,,,,,,,
International Law Association,International Law Association,150,http://www.ila-hq.org,London,England,WC1B 5DR,"17 Russell Square, London, England, United Kingdom, WC1B 5DR",,697353e8f91d0e0001f19bdd,"81393, 813920, 92812",,,,,,,,,
25 Bedford Row,25 Bedford Row,110,http://www.25bedfordrow.com,London,England,WC1R 4HD,"25 Bedford Row, London, England, United Kingdom, WC1R 4HD",'+44 20 7067 1500,697353e8f91d0e0001f19be4,54111,,,,,,,,,
Signature Litigation,Signature Litigation,100,http://www.signaturelitigation.com,London,,,"London, United Kingdom",'+44 20 3818 3500,697718b866bafd000163de87,541110,,,,,,,,,
Collyer Bristow,Collyer Bristow,140,http://www.collyerbristow.com,London,England,EC2V 6AA,"9 Paternoster Row, London, England, United Kingdom, EC2V 6AA",'+44 20 7242 7363,6977723118f44f0001df57bf,541110,,,,,,,,,
3 Verulam Buildings,3 Verulam Buildings,140,http://www.3vb.com,London,England,SW19 8EQ,"4 Field Court, London, England, United Kingdom, SW19 8EQ",'+44 20 7831 8441,6977723118f44f0001df57c1,541110,,,,,,,,,
Boys and Maughan Solicitors,Boys and Maughan Solicitors,180,http://www.boysandmaughan.co.uk,Margate,England,,"Margate, England, United Kingdom",'+44 122 781 3400,6a425637b2a46200017662ae,54111,,,,,,,,,
Homey,Homey,92,http://www.homey.co.uk,London,,,"London, United Kingdom",'+44 20 3965 2525,6a425637b2a46200017662b6,"53121, 51321, 53139",,,,,,,,,
Global BPO,Global BPO,150,http://www.globalbpo.co.uk,London,England,E1 8LG,"66 Royal Mint Street, London, England, United Kingdom, E1 8LG",'+44 20 3858 7777,6a425637b2a46200017662b8,"54111, 561110, 541199",,,,,,,,,
Seddons GSC,Seddons GSC,150,http://www.seddons-gsc.com,London,England,EC1N 6TD,"32 Ely Place, London, England, United Kingdom, EC1N 6TD",'+44 20 7822 2222,6a425637b2a46200017662bd,541110,,,,,,,,,
